fecha,id_transaccion,dia_semana,categoria_servicio,producto_servicio,canal_venta,vendedor,region,segmento_cliente,nombre_cliente,unidades,precio_unitario,ventas_semana_actual,costo_total,margen_bruto,margen_bruto_pct,ventas_semana_anterior,variacion_pct
2025-04-23,TC-2025-10500,Wednesday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Carlos Rodríguez,El Salvador,Enterprise,Constructora Progreso,3,9329.39,27988.17,9218.91,18769.26,67.06,23982.93,16.7
2025-04-26,TC-2025-10501,Saturday,Análisis Predictivo,Modelo de Churn Prediction,Referidos,Roberto Morales,México,SMB,Boutique Moda Latina,1,13588.74,13588.74,5897.15,7691.59,56.6,11581.78,17.33
2025-04-23,TC-2025-10502,Wednesday,Capacitación Tech,Certificación BI Analista,Digital,Sofía Hernández,El Salvador,Enterprise,Aseguradora Continental,5,3450.06,17250.3,4474.15,12776.15,74.06,17651.34,-2.27
2025-04-27,TC-2025-10503,Sunday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,María Pérez,México,SMB,Servicios Técnicos CR,1,818.71,818.71,632.39,186.32,22.76,780.7,4.87
2025-04-25,TC-2025-10504,Friday,Soporte & Mantenimiento,Dashboard Maintenance,Referidos,Luis Ramírez,Guatemala,Mid Market,Agencia Digital Norte,4,1400.3,5601.2,2037.4,3563.8,63.63,5128.2,9.22
2025-04-21,TC-2025-10505,Monday,Capacitación Tech,Workshop Python Analytics,Partner,María Pérez,El Salvador,Mid Market,Clínica Santa Rosa,1,2252.81,2252.81,777.31,1475.5,65.5,2425.51,-7.12
2025-04-22,TC-2025-10506,Tuesday,Consultoría de Datos,Arquitectura de Datos,Directo,Valentina Torres,México,Gobierno,Secretaría de Salud CO,3,9006.33,27018.99,10612.23,16406.76,60.72,23031.0,17.32
2025-04-22,TC-2025-10507,Tuesday,Capacitación Tech,Bootcamp Data Science,Partner,Carlos Rodríguez,Guatemala,SMB,Academia Digital SV,1,4478.97,4478.97,1390.88,3088.09,68.95,4824.23,-7.16
2025-04-26,TC-2025-10508,Saturday,Consultoría de Datos,Data Maturity Assessment,Referidos,Valentina Torres,Guatemala,SMB,Restaurantes La Plaza,1,4453.23,4453.23,1690.46,2762.77,62.04,4017.84,10.84
2025-04-23,TC-2025-10509,Wednesday,Soporte & Mantenimiento,Dashboard Maintenance,Partner,Valentina Torres,El Salvador,Enterprise,Corporación Retail Max,7,1495.55,10468.85,3345.37,7123.48,68.04,10471.03,-0.02
2025-04-24,TC-2025-10510,Thursday,Análisis Predictivo,Scoring de Crédito,Digital,Roberto Morales,El Salvador,Enterprise,Corporación Retail Max,5,14831.81,74159.05,32207.65,41951.4,56.57,62502.34,18.65
2025-04-24,TC-2025-10511,Thursday,Análisis Predictivo,Scoring de Crédito,Referidos,Andrés García,El Salvador,Mid Market,Distribuidora El Pino,1,15567.81,15567.81,6557.54,9010.27,57.88,13587.3,14.58
2025-04-24,TC-2025-10512,Thursday,Soporte & Mantenimiento,Soporte Técnico On-site,Directo,Ana Martínez,México,Gobierno,Instituto Nacional MX,3,2480.01,7440.03,3131.55,4308.48,57.91,7360.14,1.09
2025-04-25,TC-2025-10513,Friday,Implementación BI,Tableau Implementation,Directo,Carlos Rodríguez,México,Gobierno,Dirección General de Aduanas,1,16054.6,16054.6,5116.28,10938.32,68.13,18538.57,-13.4
2025-04-27,TC-2025-10514,Sunday,Consultoría de Datos,Data Maturity Assessment,Digital,Valentina Torres,El Salvador,SMB,Consultora Local MX,2,4397.72,8795.44,3443.64,5351.8,60.85,8242.91,6.7
2025-04-22,TC-2025-10515,Tuesday,Consultoría de Datos,Data Governance Assessment,Digital,Carlos Rodríguez,México,Mid Market,Manufactura Tica,4,5768.57,23074.28,8225.2,14849.08,64.35,20219.93,14.12
2025-04-27,TC-2025-10516,Sunday,Implementación BI,Data Warehouse Setup,Directo,Roberto Morales,El Salvador,SMB,Tienda Electrónica SV,1,16366.75,16366.75,7184.99,9181.76,56.1,16564.88,-1.2
2025-04-22,TC-2025-10517,Tuesday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Luis Ramírez,México,Enterprise,Telecomunicaciones del Sur,3,9111.56,27334.68,9635.46,17699.22,64.75,24953.65,9.54
2025-04-26,TC-2025-10518,Saturday,Soporte & Mantenimiento,Soporte Técnico On-site,Digital,Roberto Morales,México,SMB,Boutique Moda Latina,2,2756.2,5512.4,1804.64,3707.76,67.26,5125.47,7.55
2025-04-22,TC-2025-10519,Tuesday,Consultoría de Datos,Data Maturity Assessment,Referidos,Camila Jiménez,México,SMB,Academia Digital SV,2,4999.95,9999.9,3281.58,6718.32,67.18,8927.95,12.01
2025-04-26,TC-2025-10520,Saturday,Consultoría de Datos,Data Governance Assessment,Digital,Sofía Hernández,Costa Rica,Mid Market,Educativa Futuro,1,5556.49,5556.49,2054.37,3502.12,63.03,4905.84,13.26
2025-04-22,TC-2025-10521,Tuesday,Implementación BI,Data Warehouse Setup,Digital,Ana Martínez,Colombia,Enterprise,Logística Global Pac,3,20639.48,61918.44,21548.37,40370.07,65.2,63862.43,-3.04
2025-04-27,TC-2025-10522,Sunday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Andrés García,Guatemala,Enterprise,Corporación Retail Max,2,831.16,1662.32,1272.54,389.78,23.45,1675.3,-0.77
2025-04-22,TC-2025-10523,Tuesday,Soporte & Mantenimiento,Licencias Power BI Pro,Referidos,Ana Martínez,El Salvador,Mid Market,Hotel Cadena Pacífico,2,984.61,1969.22,1350.2,619.02,31.43,1877.4,4.89
2025-04-26,TC-2025-10524,Saturday,Consultoría de Datos,Data Governance Assessment,Partner,Sofía Hernández,Costa Rica,Enterprise,Banco Central LATAM,6,5566.95,33401.7,11867.16,21534.54,64.47,32667.61,2.25
2025-04-22,TC-2025-10525,Tuesday,Análisis Predictivo,Forecasting de Ventas ML,Digital,Sofía Hernández,El Salvador,Enterprise,Supermercados Unidos,6,15809.05,94854.3,32972.16,61882.14,65.24,77024.65,23.15
2025-04-21,TC-2025-10526,Monday,Soporte & Mantenimiento,Licencias Power BI Pro,Referidos,Luis Ramírez,El Salvador,Mid Market,Manufactura Tica,4,935.73,3742.92,2609.76,1133.16,30.27,3533.49,5.93
2025-04-21,TC-2025-10527,Monday,Análisis Predictivo,Detección de Anomalías,Referidos,Valentina Torres,Costa Rica,SMB,Restaurantes La Plaza,2,12650.49,25300.98,8805.94,16495.04,65.2,21739.3,16.38
2025-04-22,TC-2025-10528,Tuesday,Implementación BI,Power BI Enterprise,Partner,Ana Martínez,El Salvador,Mid Market,Hotel Cadena Pacífico,2,12344.02,24688.04,9199.2,15488.84,62.74,29295.54,-15.73
2025-04-24,TC-2025-10529,Thursday,Consultoría de Datos,Data Quality Framework,Directo,Roberto Morales,México,Mid Market,Distribuidora El Pino,4,6446.99,25787.96,8267.0,17520.96,67.94,23516.18,9.66
2025-04-26,TC-2025-10530,Saturday,Capacitación Tech,Workshop SQL Avanzado,Partner,Carlos Rodríguez,Colombia,Enterprise,Farmacéutica Centroam,4,1870.7,7482.8,2089.72,5393.08,72.07,8026.36,-6.77
2025-04-23,TC-2025-10531,Wednesday,Capacitación Tech,Certificación BI Analista,Partner,Carlos Rodríguez,Colombia,SMB,PyME Tech,1,3310.15,3310.15,1022.98,2287.17,69.1,3338.26,-0.84
2025-04-26,TC-2025-10532,Saturday,Consultoría de Datos,Arquitectura de Datos,Directo,Sofía Hernández,México,Mid Market,Agroexport SA,1,9643.69,9643.69,3757.58,5886.11,61.04,8412.73,14.63
2025-04-27,TC-2025-10533,Sunday,Implementación BI,Data Warehouse Setup,Directo,Roberto Morales,México,Gobierno,Alcaldía de San Salvador,3,20502.92,61508.76,20979.51,40529.25,65.89,71895.58,-14.45
2025-04-25,TC-2025-10534,Friday,Análisis Predictivo,Scoring de Crédito,Directo,Luis Ramírez,El Salvador,Mid Market,Agroexport SA,1,16847.31,16847.31,6432.67,10414.64,61.82,15412.51,9.31
2025-04-24,TC-2025-10535,Thursday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Carlos Rodríguez,Colombia,Gobierno,Alcaldía de San Salvador,1,768.44,768.44,723.3,45.14,5.87,720.8,6.61
2025-04-25,TC-2025-10536,Friday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Sofía Hernández,El Salvador,Enterprise,Corporación Retail Max,7,3103.82,21726.74,8287.86,13438.88,61.85,21709.54,0.08
2025-04-21,TC-2025-10537,Monday,Soporte & Mantenimiento,Licencias Power BI Pro,Directo,María Pérez,Guatemala,Mid Market,Agencia Digital Norte,1,970.31,970.31,650.88,319.43,32.92,1009.49,-3.88
2025-04-26,TC-2025-10538,Saturday,Análisis Predictivo,Scoring de Crédito,Partner,Luis Ramírez,México,SMB,PyME Tech,2,16787.14,33574.28,12937.74,20636.54,61.47,31055.48,8.11
2025-04-23,TC-2025-10539,Wednesday,Implementación BI,Looker Studio Pro,Directo,Ana Martínez,Guatemala,Enterprise,Telecomunicaciones del Sur,4,11184.56,44738.24,15903.2,28835.04,64.45,52499.15,-14.78
2025-04-22,TC-2025-10540,Tuesday,Capacitación Tech,Workshop SQL Avanzado,Directo,Sofía Hernández,El Salvador,SMB,Servicios Técnicos CR,1,1606.22,1606.22,524.16,1082.06,67.37,1556.93,3.17
2025-04-23,TC-2025-10541,Wednesday,Implementación BI,Tableau Implementation,Directo,Andrés García,Colombia,SMB,Servicios Técnicos CR,2,14795.83,29591.66,10406.18,19185.48,64.83,31485.84,-6.02
2025-04-21,TC-2025-10542,Monday,Soporte & Mantenimiento,Licencias Power BI Pro,Referidos,Andrés García,Colombia,Gobierno,Instituto Nacional MX,3,887.27,2661.81,2042.43,619.38,23.27,2645.16,0.63
2025-04-26,TC-2025-10543,Saturday,Implementación BI,Looker Studio Pro,Referidos,Sofía Hernández,Colombia,Gobierno,Ministerio de Educación GT,2,10797.66,21595.32,7878.96,13716.36,63.52,23651.31,-8.69
2025-04-23,TC-2025-10544,Wednesday,Consultoría de Datos,Data Maturity Assessment,Directo,Diego López,El Salvador,Mid Market,Importadora Centroam,1,4400.59,4400.59,1627.69,2772.9,63.01,3875.88,13.54
2025-04-24,TC-2025-10545,Thursday,Análisis Predictivo,Segmentación de Clientes IA,Directo,Carlos Rodríguez,El Salvador,SMB,Academia Digital SV,1,12325.68,12325.68,4675.93,7649.75,62.06,10737.8,14.79
2025-04-21,TC-2025-10546,Monday,Consultoría de Datos,Data Quality Framework,Directo,Valentina Torres,Colombia,Mid Market,Cooperativa Agrícola Sur,3,5704.16,17112.48,5670.36,11442.12,66.86,15706.91,8.95
2025-04-22,TC-2025-10547,Tuesday,Análisis Predictivo,Forecasting de Ventas ML,Digital,Luis Ramírez,Guatemala,Gobierno,Secretaría de Salud CO,3,15809.96,47429.88,15409.89,32019.99,67.51,43859.38,8.14
2025-04-21,TC-2025-10548,Monday,Consultoría de Datos,Data Maturity Assessment,Partner,Camila Jiménez,El Salvador,Mid Market,Cooperativa Agrícola Sur,4,4079.41,16317.64,6307.28,10010.36,61.35,16110.73,1.28
2025-04-27,TC-2025-10549,Sunday,Implementación BI,Data Warehouse Setup,Partner,Diego López,México,Gobierno,Instituto Nacional MX,2,17886.52,35773.04,14378.3,21394.74,59.81,41341.36,-13.47
2025-04-22,TC-2025-10550,Tuesday,Implementación BI,Data Warehouse Setup,Directo,Ana Martínez,México,Mid Market,Distribuidora El Pino,3,17945.94,53837.82,22085.76,31752.06,58.98,60455.12,-10.95
2025-04-21,TC-2025-10551,Monday,Consultoría de Datos,Data Quality Framework,Partner,Diego López,México,SMB,Restaurantes La Plaza,2,5961.91,11923.82,4193.68,7730.14,64.83,11215.26,6.32
2025-04-23,TC-2025-10552,Wednesday,Implementación BI,Dashboard Ejecutivo Custom,Partner,Luis Ramírez,Colombia,Mid Market,Clínica Santa Rosa,1,9975.54,9975.54,2932.77,7042.77,70.6,10187.79,-2.08
2025-04-23,TC-2025-10553,Wednesday,Implementación BI,Tableau Implementation,Directo,Andrés García,El Salvador,Mid Market,Distribuidora El Pino,3,14752.15,44256.45,17651.88,26604.57,60.11,48741.36,-9.2
2025-04-27,TC-2025-10554,Sunday,Capacitación Tech,Workshop Python Analytics,Digital,Andrés García,México,Enterprise,Energía Renovable SA,8,2713.73,21709.84,5809.04,15900.8,73.24,23045.35,-5.8
2025-04-23,TC-2025-10555,Wednesday,Capacitación Tech,Workshop Power BI Avanzado,Partner,Sofía Hernández,Guatemala,Enterprise,Logística Global Pac,4,2450.01,9800.04,2563.4,7236.64,73.84,10783.53,-9.12
2025-04-26,TC-2025-10556,Saturday,Consultoría de Datos,Data Governance Assessment,Directo,Camila Jiménez,El Salvador,Enterprise,Supermercados Unidos,8,7227.64,57821.12,17730.24,40090.88,69.34,55358.77,4.45
2025-04-24,TC-2025-10557,Thursday,Capacitación Tech,Workshop Power BI Avanzado,Partner,Sofía Hernández,Costa Rica,Enterprise,Banco Central LATAM,4,2141.64,8566.56,2542.84,6023.72,70.32,9279.49,-7.68
2025-04-26,TC-2025-10558,Saturday,Soporte & Mantenimiento,Soporte Técnico On-site,Partner,María Pérez,Costa Rica,Enterprise,Banco Central LATAM,8,2563.62,20508.96,7374.24,13134.72,64.04,20530.45,-0.1
2025-04-21,TC-2025-10559,Monday,Capacitación Tech,Workshop SQL Avanzado,Directo,Carlos Rodríguez,El Salvador,Enterprise,Grupo Financiero Pacífico,8,1845.5,14764.0,4272.48,10491.52,71.06,14481.14,1.95
2025-04-23,TC-2025-10560,Wednesday,Consultoría de Datos,Data Maturity Assessment,Partner,Ana Martínez,México,Gobierno,SIECA Guatemala,3,3973.87,11921.61,4490.1,7431.51,62.34,10374.09,14.92
2025-04-27,TC-2025-10561,Sunday,Análisis Predictivo,Detección de Anomalías,Referidos,Carlos Rodríguez,El Salvador,Mid Market,Educativa Futuro,3,13393.33,40179.99,12878.64,27301.35,67.95,33041.55,21.6
2025-04-25,TC-2025-10562,Friday,Análisis Predictivo,Detección de Anomalías,Directo,Roberto Morales,México,Enterprise,Banco Central LATAM,3,12589.55,37768.65,14180.52,23588.13,62.45,31117.55,21.37
2025-04-23,TC-2025-10563,Wednesday,Capacitación Tech,Workshop Power BI Avanzado,Referidos,Camila Jiménez,El Salvador,Enterprise,Constructora Progreso,7,2324.99,16274.93,4506.11,11768.82,72.31,18007.11,-9.62
2025-04-27,TC-2025-10564,Sunday,Consultoría de Datos,Data Quality Framework,Referidos,Valentina Torres,Guatemala,Mid Market,Clínica Santa Rosa,3,5319.09,15957.27,5485.26,10472.01,65.63,13914.53,14.68
2025-04-23,TC-2025-10565,Wednesday,Capacitación Tech,Workshop SQL Avanzado,Partner,Carlos Rodríguez,El Salvador,Mid Market,Hotel Cadena Pacífico,4,1908.21,7632.84,2095.04,5537.8,72.55,8468.43,-9.87
2025-04-26,TC-2025-10566,Saturday,Implementación BI,Data Warehouse Setup,Partner,Carlos Rodríguez,Costa Rica,Mid Market,Importadora Centroam,3,17275.1,51825.3,23323.59,28501.71,55.0,56874.78,-8.88
2025-04-26,TC-2025-10567,Saturday,Consultoría de Datos,Arquitectura de Datos,Partner,Valentina Torres,México,Enterprise,Farmacéutica Centroam,6,10794.1,64764.6,22434.36,42330.24,65.36,63732.47,1.62
2025-04-22,TC-2025-10568,Tuesday,Consultoría de Datos,Data Quality Framework,Referidos,Valentina Torres,Guatemala,Mid Market,Clínica Santa Rosa,4,6365.85,25463.4,7523.6,17939.8,70.45,24382.6,4.43
2025-04-26,TC-2025-10569,Saturday,Análisis Predictivo,Segmentación de Clientes IA,Digital,Andrés García,Colombia,Gobierno,Dirección General de Aduanas,3,13980.5,41941.5,14876.46,27065.04,64.53,36537.48,14.79
2025-04-21,TC-2025-10570,Monday,Consultoría de Datos,Arquitectura de Datos,Directo,Sofía Hernández,Guatemala,Mid Market,Distribuidora El Pino,1,10387.66,10387.66,3598.93,6788.73,65.35,8889.91,16.85
2025-04-26,TC-2025-10571,Saturday,Consultoría de Datos,Data Maturity Assessment,Digital,Carlos Rodríguez,El Salvador,Mid Market,Clínica Santa Rosa,4,5030.19,20120.76,6094.76,14026.0,69.71,19113.51,5.27
2025-04-24,TC-2025-10572,Thursday,Análisis Predictivo,Segmentación de Clientes IA,Partner,Ana Martínez,Colombia,Mid Market,Distribuidora El Pino,1,11941.07,11941.07,4463.52,7477.55,62.62,10178.09,17.32
2025-04-24,TC-2025-10573,Thursday,Análisis Predictivo,Modelo de Churn Prediction,Directo,Sofía Hernández,México,SMB,Eventos Premium CO,1,14606.07,14606.07,5697.07,8909.0,61.0,13237.44,10.34
2025-04-27,TC-2025-10574,Sunday,Análisis Predictivo,Scoring de Crédito,Digital,Luis Ramírez,México,Mid Market,Agroexport SA,2,17028.09,34056.18,12577.56,21478.62,63.07,29588.91,15.1
2025-04-25,TC-2025-10575,Friday,Soporte & Mantenimiento,Soporte Técnico On-site,Digital,Ana Martínez,Colombia,Enterprise,Banco Central LATAM,2,2571.69,5143.38,1918.1,3225.28,62.71,5240.9,-1.86
2025-04-21,TC-2025-10576,Monday,Análisis Predictivo,Segmentación de Clientes IA,Directo,Valentina Torres,Guatemala,Gobierno,CEPAL Regional,3,11439.22,34317.66,13214.04,21103.62,61.49,28944.29,18.56
2025-04-21,TC-2025-10577,Monday,Consultoría de Datos,Data Strategy & Roadmap,Referidos,Camila Jiménez,El Salvador,Enterprise,Energía Renovable SA,5,9157.31,45786.55,15801.55,29985.0,65.49,42495.07,7.75
2025-04-24,TC-2025-10578,Thursday,Implementación BI,Power BI Enterprise,Digital,Valentina Torres,México,Gobierno,Ministerio de Educación GT,2,13147.02,26294.04,10073.58,16220.46,61.69,27045.56,-2.78
2025-04-23,TC-2025-10579,Wednesday,Capacitación Tech,Workshop SQL Avanzado,Partner,Sofía Hernández,Colombia,SMB,PyME Tech,2,2107.49,4214.98,1028.46,3186.52,75.6,4439.51,-5.06
2025-04-25,TC-2025-10580,Friday,Soporte & Mantenimiento,SLA Premium 24/7,Digital,Ana Martínez,México,Enterprise,Aseguradora Continental,5,3924.83,19624.15,6119.6,13504.55,68.82,20448.57,-4.03
